Episode  1267 | Steps    236,304 | SPS      71 | Reward  -0.76 | Clip 0.070 | KL 0.3581 | V_loss 0.0183 | LR 0.000026 | BC 4.9002
Episode  1277 | Steps    238,417 | SPS      71 | Reward  -0.82 | Clip 0.070 | KL 0.3786 | V_loss 0.0169 | LR 0.000026 | BC 4.8698
Episode  1289 | Steps    240,484 | SPS      71 | Reward  -0.86 | Clip 0.070 | KL 0.6551 | V_loss 0.0225 | LR 0.000026 | BC 5.2611
Episode  1298 | Steps    242,897 | SPS      71 | Reward  -0.88 | Clip 0.070 | KL 0.6476 | V_loss 0.0164 | LR 0.000027 | BC 5.5276
Episode  1309 | Steps    245,046 | SPS      71 | Reward  -0.90 | Clip 0.070 | KL 0.2623 | V_loss 0.0173 | LR 0.000027 | BC 5.1774
Episode  1321 | Steps    247,167 | SPS      71 | Reward  -0.90 | Clip 0.070 | KL 0.5182 | V_loss 0.0256 | LR 0.000027 | BC 4.9588
Episode  1329 | Steps    249,338 | SPS      71 | Reward  -0.90 | Clip 0.071 | KL 0.8506 | V_loss 0.0214 | LR 0.000027 | BC 5.0437
Episode  1336 | Steps    251,422 | SPS      71 | Reward  -0.92 | Clip 0.071 | KL 0.8618 | V_loss 0.0239 | LR 0.000028 | BC 4.8439
Episode  1344 | Steps    253,518 | SPS      71 | Reward  -0.90 | Clip 0.072 | KL 0.7870 | V_loss 0.0223 | LR 0.000028 | BC 5.3607
Episode  1349 | Steps    255,872 | SPS      71 | Reward  -0.84 | Clip 0.072 | KL 1.2417 | V_loss 0.0362 | LR 0.000028 | BC 4.8980
Episode  1360 | Steps    257,990 | SPS      71 | Reward  -0.84 | Clip 0.072 | KL 0.3825 | V_loss 0.0140 | LR 0.000028 | BC 4.8167
Episode  1373 | Steps    260,139 | SPS      71 | Reward  -0.80 | Clip 0.072 | KL 0.2814 | V_loss 0.0280 | LR 0.000029 | BC 5.0057
Episode  1383 | Steps    262,604 | SPS      71 | Reward  -0.78 | Clip 0.072 | KL 0.7870 | V_loss 0.0175 | LR 0.000029 | BC 4.8795
Episode  1391 | Steps    264,927 | SPS      72 | Reward  -0.76 | Clip 0.073 | KL 0.6303 | V_loss 0.0253 | LR 0.000029 | BC 5.1226
Episode  1397 | Steps    267,230 | SPS      72 | Reward  -0.76 | Clip 0.073 | KL 0.7773 | V_loss 0.0126 | LR 0.000029 | BC 5.3196
Episode  1407 | Steps    269,615 | SPS      72 | Reward  -0.74 | Clip 0.073 | KL 0.5763 | V_loss 0.0229 | LR 0.000030 | BC 5.0187
Episode  1414 | Steps    271,667 | SPS      72 | Reward  -0.72 | Clip 0.074 | KL 0.7090 | V_loss 0.0209 | LR 0.000030 | BC 5.5694
Episode  1424 | Steps    274,181 | SPS      72 | Reward  -0.72 | Clip 0.074 | KL 0.9086 | V_loss 0.0215 | LR 0.000030 | BC 4.9972
Episode  1432 | Steps    276,291 | SPS      72 | Reward  -0.70 | Clip 0.074 | KL 0.4519 | V_loss 0.0183 | LR 0.000030 | BC 4.9722
Episode  1438 | Steps    278,587 | SPS      73 | Reward  -0.70 | Clip 0.074 | KL 0.5856 | V_loss 0.0199 | LR 0.000030 | BC 5.0023
Episode  1447 | Steps    280,679 | SPS      73 | Reward  -0.74 | Clip 0.075 | KL 0.3308 | V_loss 0.0147 | LR 0.000031 | BC 5.3139
Episode  1452 | Steps    282,833 | SPS      73 | Reward  -0.78 | Clip 0.075 | KL 0.3830 | V_loss 0.0109 | LR 0.000031 | BC 4.9381
Episode  1459 | Steps    284,942 | SPS      73 | Reward  -0.76 | Clip 0.075 | KL 0.4065 | V_loss 0.0158 | LR 0.000031 | BC 4.9995
Episode  1467 | Steps    287,046 | SPS      73 | Reward  -0.80 | Clip 0.075 | KL 0.3475 | V_loss 0.0115 | LR 0.000031 | BC 5.3389
Episode  1476 | Steps    289,103 | SPS      73 | Reward  -0.76 | Clip 0.076 | KL 0.7613 | V_loss 0.0310 | LR 0.000032 | BC 5.0790
Episode  1488 | Steps    291,307 | SPS      73 | Reward  -0.74 | Clip 0.076 | KL 0.4384 | V_loss 0.0241 | LR 0.000032 | BC 5.1296
Episode  1496 | Steps    293,559 | SPS      73 | Reward  -0.76 | Clip 0.076 | KL 0.6776 | V_loss 0.0209 | LR 0.000032 | BC 5.0523
Episode  1503 | Steps    295,624 | SPS      73 | Reward  -0.74 | Clip 0.077 | KL 0.5660 | V_loss 0.0201 | LR 0.000032 | BC 5.3723
Episode  1509 | Steps    297,897 | SPS      73 | Reward  -0.74 | Clip 0.077 | KL 0.7588 | V_loss 0.0177 | LR 0.000033 | BC 4.9880
Episode  1516 | Steps    299,994 | SPS      73 | Reward  -0.74 | Clip 0.077 | KL 0.6034 | V_loss 0.0190 | LR 0.000033 | BC 4.8954
Episode  1524 | Steps    302,538 | SPS      72 | Reward  -0.74 | Clip 0.078 | KL 0.7772 | V_loss 0.0261 | LR 0.000033 | BC 5.2372
Episode  1535 | Steps    305,027 | SPS      71 | Reward  -0.72 | Clip 0.078 | KL 0.6285 | V_loss 0.0275 | LR 0.000033 | BC 5.0012
Episode  1545 | Steps    307,552 | SPS      71 | Reward  -0.72 | Clip 0.078 | KL 0.3689 | V_loss 0.0132 | LR 0.000034 | BC 4.9576
Episode  1551 | Steps    309,698 | SPS      71 | Reward  -0.68 | Clip 0.078 | KL 0.7503 | V_loss 0.0214 | LR 0.000034 | BC 4.9056
Episode  1561 | Steps    311,889 | SPS      70 | Reward  -0.68 | Clip 0.078 | KL 0.7204 | V_loss 0.0218 | LR 0.000034 | BC 5.0681
Episode  1573 | Steps    313,956 | SPS      70 | Reward  -0.70 | Clip 0.078 | KL 0.2618 | V_loss 0.0213 | LR 0.000034 | BC 5.1692
Episode  1583 | Steps    316,159 | SPS      69 | Reward  -0.72 | Clip 0.078 | KL 0.6130 | V_loss 0.0225 | LR 0.000035 | BC 4.8708
Episode  1592 | Steps    318,470 | SPS      69 | Reward  -0.68 | Clip 0.078 | KL 0.6890 | V_loss 0.0235 | LR 0.000035 | BC 5.3548
Episode  1601 | Steps    320,631 | SPS      69 | Reward  -0.72 | Clip 0.078 | KL 0.4037 | V_loss 0.0118 | LR 0.000035 | BC 5.0944
Episode  1610 | Steps    322,696 | SPS      69 | Reward  -0.74 | Clip 0.078 | KL 0.3365 | V_loss 0.0148 | LR 0.000035 | BC 5.2114
Episode  1617 | Steps    324,771 | SPS      69 | Reward  -0.74 | Clip 0.078 | KL 0.5707 | V_loss 0.0146 | LR 0.000036 | BC 5.0671
Episode  1624 | Steps    326,862 | SPS      68 | Reward  -0.78 | Clip 0.078 | KL 0.6759 | V_loss 0.0127 | LR 0.000036 | BC 5.1350
